Status,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260
CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8818,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,39,16,0,3,0,0,0,0,0,0,0,0,29,128,0,1875,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,2,6,373,0,0,1361,0,94,0,0,0,0,3244,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,9,1,71,0,8,0,21,96,12,0,0,0,0,145,0,0,0,0,0,0,3,113,0,0,0,0,0,77,0,0,13,0,0,0,0,0,0,84,0,139,0,2,0,0,0,0,6,0,6,152,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,43,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
CD,0,0,1,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,6,0,0,0,0,0,6,0,0,0,2,0,0,0,150,3648,16,2,586,0,4,0,0,0,1,3382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,42,14,251,0,2919,0,0,361,0,0,0,9,0,1,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,0,0,0,0,535,0,2,0,0,0,0,0,42,0,1,0,0,0,0,9,962,0,0,0,0,297,1,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,1,0,1,0,0,0,3,479,0,20,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,34,0,0,109,29,440,0,143,54,101,129,0,0,0,0,0,151,2,0,0,0,0,0,198,232,0,0,0,0,1,526,1,0,107,0,0,0,2,16,0,43,0,4345,24,3,0,4,0,1,577,1,31,52,0,0,3,11,4,0,14,13,0,162,0,0,0,0,0,0,0,0,1769,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,245,0,0,0,0,0,0,0,0,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
CD,245,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,2,1,0,0,1,0,0,0,5,0,0,0,57,0,0,0,0,0,4,116,0,0,0,2,0,71,0,72,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,35,0,0,3593,8,130,0,0,22,0,0,0,0,0,6,0,0,54,0,0,0,0,3,0,0,1,3,0,0,267,43,472,0,25,16,309,388,8,0,0,0,0,92,0,0,0,2,0,0,70,138,0,0,0,0,0,7,12,0,253,4,0,0,0,41,0,64,0,1210,0,0,0,1,0,8,60,0,9,0,3,0,28,4,0,0,4,6,8,0,0,0,0,0,0,0,0,0,133,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
CD,0,0,0,0,10,222,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,1,14,3323,0,0,877,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,61,0,972,0,0,2,0,0,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,52,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3032,2,0,0,0,492,0,0,113,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,4,0,4,0,0,0,3,29,19,0,0,43,0,0,0,1,0,47,4323,0,57,1,0,97,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,10,1,0,0,3010,830,5081,0,3124,2,0,77,0,0,0,0,0,4897,147,0,0,0,0,0,651,84,0,0,0,0,2,1354,0,0,917,26,0,1,4,31,0,37,0,729,7,46,0,14,0,0,3253,0,277,3,0,0,0,1445,50,0,113,13,6,0,0,0,0,0,0,0,0,0,463,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,2022,0,0,4,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,247,215,0,7,0,0,0,0,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,57,0,14,0,0,0,9,0,0,0,0,2,0,0,164,3482,15,0,358,0,0,1,0,3,2,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0,0,4,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2,25,0,2361,0,0,0,0,8,0,10,0,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonIBD,1,0,2,2,39,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1936,0,82,0,16,707,0,0,15,0,8,0,0,0,0,0,2,3,0,1,0,4,0,0,0,0,0,0,0,86,0,5,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,7,1,0,0,0,0,0,0,1,7,0,0,0,0,0,2,1,1,0,3,2319,12,139,0,6,119,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,1,10,0,0,532,255,2782,0,20,0,678,2433,15,0,0,0,0,1334,0,0,0,0,0,0,863,1483,0,0,0,0,14,362,5,0,529,1,0,0,0,33,0,170,0,1434,0,722,0,2,0,13,2052,0,39,742,0,1,34,89,0,1,4,0,2,16,0,0,0,0,0,0,0,0,620,0,1,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CD,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,5402,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,15,0,0,0,0,0,0,0,0,1,25,0,0,4,0,0,0,0,0,1,548,0,75,2,0,1391,0,2,0,0,0,2,1,0,15,0,0,0,0,13,0,0,0,0,0,0,435,3,890,16,3279,0,0,0,0,1,3,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,215,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,41,0,0,0,0,321,0,0,0,0,1,3,0,0,0,0,16,0,1,25,1393,0,990,0,2,4031,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,132,0,0,0,0,0,1,13,0,0,0,24,0,857,0,0,0,0,904,0,0,0,15,67,5,0,701,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,393,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1038,3723,0,746,0,0,1054,0,0,0,0,0,1234,0,0,0,0,0,0,95,3,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,853,8,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,30,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,0,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101,81,963,0,55,33,68,207,0,0,0,0,0,61,0,0,0,0,0,0,323,342,0,0,0,0,0,0,0,0,9,20,0,0,0,6,0,1,0,2895,15,0,0,0,0,17,4,0,0,27,0,0,1,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,5,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,8,148,0,0,1,0,0,0,2,0,0,2956,0,15,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,9,0,0,3,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,987,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,9,0,0,0,0,0,11,30,2,0,0,5,0,0,0,0,0,0,993,0,0,0,0,727,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,358,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,31,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,0,9,0,0,0,0,0,0,0,0,0,2,8,1,0,24,290,0,15,0,0,0,0,0,0,0,0,23,2,0,2,846,228,95,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,50,0,0,0,0,0,0,0,0,0,6,0,0,0,0,233,0,0,0,286,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,12,0,0,0,0,0,6,1,0,0,14,0,0,86,348,674,11,0,30,0,0,0,0,0,1,2424,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,192,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,199,0,0,3482,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,0,2,0,1,1,0,0,53,0,7,0,0,0,3,0,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,131,0,0,0,0,0,1,2212,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,446,322,1061,0,53,12,717,387,0,0,0,0,0,266,0,0,0,0,0,0,352,399,0,0,0,0,0,36,0,0,543,2,0,0,4,13,0,45,0,3629,7,1041,0,18,0,0,205,22,17,1170,0,0,66,35,0,0,24,8,0,0,0,0,0,0,0,0,0,0,988,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315
CD,496,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,0,32,0,2,123,0,2,10,0,16,0,25,0,0,4,45,0,4,0,0,4,0,73,0,0,53,0,0,161,0,5,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,559,30,377,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,5,0,0,96,384,4603,0,35,0,109,2385,31,0,0,0,0,1093,0,0,0,0,0,0,85,1762,0,0,0,460,0,65,0,0,552,0,0,0,0,52,2,175,0,5046,0,1,0,0,0,27,26,1,3,1376,0,0,879,55,0,0,902,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
nonIBD,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,5,0,4,0,0,0,152,0,6,0,0,0,0,0,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,124,0,69,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,140,0,5,0,0,733,169,3331,0,162,11,85,1909,0,0,0,0,0,191,11,0,0,0,0,0,6013,1508,0,0,0,0,1,52,0,0,128,0,0,0,0,18,0,49,0,69,0,0,0,0,0,17,976,0,84,202,0,0,0,227,11,3,72,17,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,0,0,0,0,86,0,0,17,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,4,1156,3,0,48,0,0,1,0,0,11,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1877,140,123,0,375,1,0,27,10,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,106,0,0,8,0,0,0,0,1,0,0,0,494,0,0,0,0,0,0,0,0,0,1932,0,0,91,80,0,0,1,2,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,28,0,101,11,0,2499,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2358,0,38,96,47,4,0,28,0,0,0,0,0,5223,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1273,0,21,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,136,0,0,0,0,0,0,0,0,1,0,0,0,0,317,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4612,0,0,0,0,0,0,0,0,13,1,0,1,1091,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,38,0,0,0,0,26,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,33,4,480,0,6,0,12,150,0,0,0,0,0,71,0,0,0,0,0,0,447,4,0,0,0,0,0,4,0,0,62,5,0,0,0,20,0,13,0,198,14,0,0,34,0,2,2,2,2,39,0,0,0,1,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,8,6,0,7042,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,4,0,0,120,0,6,0,0,0,0,13,5230,0,0,0,0,0,188,0,0,0,0,0,0,0,0,1804,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,10,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,2,0,0,0,5,0,0,554,283,1744,0,449,274,212,536,21,0,0,0,0,936,0,0,0,0,0,0,1120,649,0,0,0,0,0,19,0,0,2057,0,0,0,8,126,0,160,0,3726,257,932,0,255,0,29,0,356,28,275,0,0,30,3,1,0,40,19,2,0,0,0,0,2172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,73,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,535,3,1,0,0,2,0,0,5,41,0,0,0,271,0,0,3,0,0,155,4830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,20,0,0,8,0,1,0,14,0,0,0,1889,0,0,0,0,2,12,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,230,721,0,306,173,564,263,0,0,0,0,0,491,0,0,0,0,0,0,311,640,0,0,0,0,0,128,0,0,173,0,0,0,0,88,0,75,0,8422,8,89,0,75,0,0,0,40,3,709,0,0,34,27,0,0,1,8,0,0,0,0,219,0,0,0,0,0,3,0,0,0,0,186,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,210,0,0,0,0,0,0,0,0,9,2,0,1,487,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
